pr_id,number,agent,author,state,merged,repo_id,repo_url,html_url,created_at,closed_at,merged_at,commit_count,unique_commit_authors_count,external_commit_author_count,review_count,unique_reviewers_count,human_review_count,bot_review_count,approved_review_count,changes_requested_review_count,commented_review_count,has_human_review,has_external_human_review,time_to_close_hours,time_to_merge_hours,merge_label,review_signal
2758578416,298,Devin,devin-ai-integration[bot],closed,True,689765175,https://api.github.com/repos/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/298,2024-12-25T07:25:56Z,2024-12-25T07:28:26Z,2024-12-25T07:28:26Z,2,2,1,0,0,0,0,0,0,0,False,False,0.041666666666666664,0.041666666666666664,Merged,Sin reviews
2758595312,299,Devin,devin-ai-integration[bot],closed,True,689765175,https://api.github.com/repos/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/299,2024-12-25T07:51:01Z,2024-12-25T08:42:23Z,2024-12-25T08:42:23Z,6,1,0,0,0,0,0,0,0,0,False,False,0.8561111111111112,0.8561111111111112,Merged,Sin reviews
2758636941,169,Devin,devin-ai-integration[bot],closed,False,848388909,https://api.github.com/repos/juicyllama/llana,https://github.com/juicyllama/llana/pull/169,2024-12-25T08:43:42Z,2025-01-23T17:52:34Z,,15,2,1,1,1,1,0,0,1,0,True,True,705.1477777777778,,Not merged,Con revisión humana externa
2758742372,300,Devin,devin-ai-integration[bot],closed,True,689765175,https://api.github.com/repos/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/300,2024-12-25T11:20:26Z,2024-12-25T13:47:10Z,2024-12-25T13:47:10Z,12,2,1,0,0,0,0,0,0,0,False,False,2.4455555555555555,2.4455555555555555,Merged,Sin reviews
2758827551,4,Devin,devin-ai-integration[bot],closed,True,820667326,https://api.github.com/repos/deeptrust-ai/terifai-open,https://github.com/deeptrust-ai/terifai-open/pull/4,2024-12-25T14:07:31Z,2024-12-25T14:11:28Z,2024-12-25T14:11:27Z,1,1,0,0,0,0,0,0,0,0,False,False,0.06583333333333333,0.06555555555555556,Merged,Sin reviews
2759596477,301,Devin,devin-ai-integration[bot],closed,True,689765175,https://api.github.com/repos/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/301,2024-12-26T10:28:07Z,2024-12-26T10:31:19Z,2024-12-26T10:31:19Z,2,1,0,0,0,0,0,0,0,0,False,False,0.05333333333333334,0.05333333333333334,Merged,Sin reviews
2759620798,302,Devin,devin-ai-integration[bot],closed,True,689765175,https://api.github.com/repos/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/302,2024-12-26T10:52:06Z,2024-12-26T10:52:55Z,2024-12-26T10:52:55Z,2,1,0,1,1,1,0,1,0,0,True,True,0.01361111111111111,0.01361111111111111,Merged,Con revisión humana externa
2759788051,303,Devin,devin-ai-integration[bot],closed,True,689765175,https://api.github.com/repos/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/303,2024-12-26T13:38:36Z,2024-12-26T13:39:57Z,2024-12-26T13:39:57Z,3,1,0,0,0,0,0,0,0,0,False,False,0.0225,0.0225,Merged,Sin reviews
2759847657,9356,Devin,devin-ai-integration[bot],closed,False,519859998,https://api.github.com/repos/toeverything/AFFiNE,https://github.com/toeverything/AFFiNE/pull/9356,2024-12-26T14:41:32Z,2024-12-27T02:52:17Z,,0,0,0,0,0,0,0,0,0,0,False,False,12.179166666666667,,Not merged,Sin reviews
2760044965,2436,Devin,devin-ai-integration[bot],closed,False,686364232,https://api.github.com/repos/traceloop/openllmetry,https://github.com/traceloop/openllmetry/pull/2436,2024-12-26T18:42:08Z,2024-12-26T19:04:07Z,,1,1,0,0,0,0,0,0,0,0,False,False,0.3663888888888889,,Not merged,Sin reviews
2760115428,18376,Devin,devin-ai-integration[bot],closed,False,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18376,2024-12-26T20:21:22Z,2025-01-23T18:13:30Z,,8,2,1,1,1,1,0,0,1,0,True,True,669.8688888888889,,Not merged,Con revisión humana externa
2760117241,5,Devin,devin-ai-integration[bot],closed,False,820667326,https://api.github.com/repos/deeptrust-ai/terifai-open,https://github.com/deeptrust-ai/terifai-open/pull/5,2024-12-26T20:24:11Z,2025-01-23T17:22:34Z,,4,2,1,0,0,0,0,0,0,0,False,False,668.9730555555556,,Not merged,Sin reviews
2760243902,605,Devin,devin-ai-integration[bot],closed,True,679017521,https://api.github.com/repos/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/605,2024-12-27T00:19:12Z,2024-12-29T07:52:51Z,2024-12-29T07:52:51Z,4,2,1,1,1,1,0,1,0,0,True,True,55.560833333333335,55.560833333333335,Merged,Con revisión humana externa
2760266883,18378,Devin,devin-ai-integration[bot],closed,False,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18378,2024-12-27T01:10:13Z,2025-01-23T18:13:28Z,,1,1,0,1,1,1,0,0,1,0,True,True,665.0541666666667,,Not merged,Con revisión humana externa
2760297589,938,Devin,devin-ai-integration[bot],closed,False,820087727,https://api.github.com/repos/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/938,2024-12-27T02:09:09Z,2025-01-18T18:08:26Z,,3,2,1,0,0,0,0,0,0,0,False,False,543.9880555555555,,Not merged,Sin reviews
2760305985,18379,Devin,devin-ai-integration[bot],closed,False,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18379,2024-12-27T02:24:34Z,2024-12-28T02:28:20Z,,1,1,0,0,0,0,0,0,0,0,False,False,24.06277777777778,,Not merged,Sin reviews
2760327496,9362,Devin,devin-ai-integration[bot],closed,True,519859998,https://api.github.com/repos/toeverything/AFFiNE,https://github.com/toeverything/AFFiNE/pull/9362,2024-12-27T03:01:40Z,2024-12-27T04:02:30Z,2024-12-27T04:02:30Z,1,1,0,1,1,1,0,1,0,0,True,True,1.0138888888888888,1.0138888888888888,Merged,Con revisión humana externa
2761085743,9,Devin,devin-ai-integration[bot],closed,True,883825890,https://api.github.com/repos/different-ai/zero-finance,https://github.com/different-ai/zero-finance/pull/9,2024-12-27T16:51:19Z,2024-12-29T11:20:47Z,2024-12-29T11:20:46Z,8,2,1,0,0,0,0,0,0,0,False,False,42.49111111111111,42.490833333333335,Merged,Sin reviews
2761264439,1807,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1807,2024-12-27T20:52:41Z,2024-12-27T21:16:02Z,2024-12-27T21:16:02Z,1,1,0,1,1,1,0,1,0,0,True,True,0.38916666666666666,0.38916666666666666,Merged,Con revisión humana externa
2761288801,18392,Devin,devin-ai-integration[bot],closed,False,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18392,2024-12-27T21:33:28Z,2025-01-23T18:13:28Z,,1,1,0,2,1,2,0,0,0,2,True,True,644.6666666666666,,Not merged,Con revisión humana externa
2761311271,291,Devin,devin-ai-integration[bot],closed,True,879473096,https://api.github.com/repos/bespokelabsai/curator,https://github.com/bespokelabsai/curator/pull/291,2024-12-27T22:16:22Z,2024-12-27T23:11:01Z,2024-12-27T23:11:01Z,2,1,0,1,1,1,0,1,0,0,True,True,0.9108333333333334,0.9108333333333334,Merged,Con revisión humana externa
2761312980,18394,Devin,devin-ai-integration[bot],closed,False,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18394,2024-12-27T22:20:05Z,2025-01-23T18:13:28Z,,1,1,0,0,0,0,0,0,0,0,False,False,643.8897222222222,,Not merged,Sin reviews
2761325861,1808,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1808,2024-12-27T22:47:52Z,2024-12-28T00:30:39Z,2024-12-28T00:30:39Z,2,2,1,0,0,0,0,0,0,0,False,False,1.7130555555555556,1.7130555555555556,Merged,Sin reviews
2761376844,160,Devin,devin-ai-integration[bot],closed,True,742063678,https://api.github.com/repos/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/160,2024-12-28T00:55:17Z,2024-12-28T01:09:02Z,2024-12-28T01:09:02Z,4,2,1,1,1,1,0,1,0,0,True,True,0.22916666666666666,0.22916666666666666,Merged,Con revisión humana externa
2761404412,1809,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1809,2024-12-28T02:43:39Z,2024-12-28T04:00:58Z,2024-12-28T04:00:58Z,7,1,0,0,0,0,0,0,0,0,False,False,1.2886111111111112,1.2886111111111112,Merged,Sin reviews
2761411256,943,Devin,devin-ai-integration[bot],closed,False,820087727,https://api.github.com/repos/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/943,2024-12-28T03:12:05Z,2024-12-30T16:31:03Z,,4,1,0,0,0,0,0,0,0,0,False,False,61.31611111111111,,Not merged,Sin reviews
2761413721,161,Devin,devin-ai-integration[bot],closed,False,742063678,https://api.github.com/repos/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/161,2024-12-28T03:22:29Z,2024-12-28T03:34:28Z,,8,2,1,0,0,0,0,0,0,0,False,False,0.19972222222222222,,Not merged,Sin reviews
2761443934,1810,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1810,2024-12-28T04:32:56Z,2024-12-28T04:34:43Z,,1,1,0,0,0,0,0,0,0,0,False,False,0.029722222222222223,,Not merged,Sin reviews
2761455933,1811,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1811,2024-12-28T04:44:40Z,2024-12-28T04:48:51Z,2024-12-28T04:48:51Z,1,1,0,1,1,1,0,1,0,0,True,True,0.06972222222222223,0.06972222222222223,Merged,Con revisión humana externa
2761577144,1097,Devin,devin-ai-integration[bot],closed,True,762304524,https://api.github.com/repos/ComposioHQ/composio,https://github.com/ComposioHQ/composio/pull/1097,2024-12-28T07:15:10Z,2024-12-28T07:28:28Z,2024-12-28T07:28:28Z,1,1,0,3,2,3,0,1,0,2,True,True,0.22166666666666668,0.22166666666666668,Merged,Con revisión humana externa
2761639494,18398,Devin,devin-ai-integration[bot],closed,True,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18398,2024-12-28T09:05:40Z,2024-12-28T11:30:14Z,2024-12-28T11:30:14Z,1,1,0,1,1,1,0,1,0,0,True,True,2.4094444444444445,2.4094444444444445,Merged,Con revisión humana externa
2761977984,162,Devin,devin-ai-integration[bot],closed,True,742063678,https://api.github.com/repos/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/162,2024-12-28T21:56:21Z,2024-12-29T00:23:17Z,2024-12-29T00:23:17Z,4,1,0,0,0,0,0,0,0,0,False,False,2.448888888888889,2.448888888888889,Merged,Sin reviews
2762054930,292,Devin,devin-ai-integration[bot],closed,False,879473096,https://api.github.com/repos/bespokelabsai/curator,https://github.com/bespokelabsai/curator/pull/292,2024-12-29T00:44:11Z,2025-01-11T14:14:29Z,,3,1,0,0,0,0,0,0,0,0,False,False,325.505,,Not merged,Sin reviews
2762078403,1814,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1814,2024-12-29T02:41:04Z,2024-12-29T04:57:59Z,2024-12-29T04:57:59Z,6,1,0,1,1,1,0,1,0,0,True,True,2.2819444444444446,2.2819444444444446,Merged,Con revisión humana externa
2762228850,1100,Devin,devin-ai-integration[bot],closed,False,762304524,https://api.github.com/repos/ComposioHQ/composio,https://github.com/ComposioHQ/composio/pull/1100,2024-12-29T12:21:58Z,2025-01-09T16:26:46Z,,2,1,0,4,1,4,0,0,0,4,True,True,268.08,,Not merged,Con revisión humana externa
2762247476,1101,Devin,devin-ai-integration[bot],closed,True,762304524,https://api.github.com/repos/ComposioHQ/composio,https://github.com/ComposioHQ/composio/pull/1101,2024-12-29T13:14:40Z,2025-01-03T11:44:55Z,2025-01-03T11:44:55Z,5,2,1,4,3,4,0,2,0,2,True,True,118.50416666666666,118.50416666666666,Merged,Con revisión humana externa
2762297369,1815,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1815,2024-12-29T15:27:57Z,2024-12-31T04:57:23Z,,13,3,2,0,0,0,0,0,0,0,False,False,37.49055555555555,,Not merged,Sin reviews
2762301500,163,Devin,devin-ai-integration[bot],closed,False,742063678,https://api.github.com/repos/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/163,2024-12-29T15:38:58Z,2025-01-23T18:39:09Z,,17,2,1,0,0,0,0,0,0,0,False,False,603.0030555555555,,Not merged,Sin reviews
2762310020,1816,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1816,2024-12-29T16:03:24Z,2024-12-31T04:53:20Z,,2,2,1,0,0,0,0,0,0,0,False,False,36.83222222222222,,Not merged,Sin reviews
2763242692,1818,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1818,2024-12-30T13:52:21Z,2024-12-31T04:56:38Z,2024-12-31T04:56:38Z,17,2,1,1,1,1,0,1,0,0,True,True,15.071388888888889,15.071388888888889,Merged,Con revisión humana externa
2763308355,164,Devin,devin-ai-integration[bot],closed,False,742063678,https://api.github.com/repos/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/164,2024-12-30T14:45:45Z,2025-01-23T18:39:10Z,,2,2,1,0,0,0,0,0,0,0,False,False,579.8902777777778,,Not merged,Sin reviews
2763395657,1820,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1820,2024-12-30T15:53:35Z,2024-12-30T19:58:19Z,2024-12-30T19:58:18Z,7,1,0,1,1,1,0,1,0,0,True,True,4.078888888888889,4.078611111111111,Merged,Con revisión humana externa
2763430169,18421,Devin,devin-ai-integration[bot],closed,False,350360184,https://api.github.com/repos/calcom/cal.com,https://github.com/calcom/cal.com/pull/18421,2024-12-30T16:24:05Z,2025-01-23T18:13:29Z,,1,1,0,0,0,0,0,0,0,0,False,False,577.8233333333334,,Not merged,Sin reviews
2763461870,1822,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1822,2024-12-30T16:52:53Z,2024-12-31T04:36:31Z,,3,2,1,0,0,0,0,0,0,0,False,False,11.727222222222222,,Not merged,Sin reviews
2763610953,1825,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1825,2024-12-30T19:26:34Z,2024-12-31T00:06:35Z,,10,2,1,0,0,0,0,0,0,0,False,False,4.666944444444445,,Not merged,Sin reviews
2763620087,1826,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1826,2024-12-30T19:36:38Z,2024-12-30T20:10:56Z,2024-12-30T20:10:56Z,5,2,1,1,1,1,0,1,0,0,True,True,0.5716666666666667,0.5716666666666667,Merged,Con revisión humana externa
2763678225,1827,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1827,2024-12-30T20:43:54Z,2024-12-31T04:27:58Z,,8,3,2,0,0,0,0,0,0,0,False,False,7.734444444444445,,Not merged,Sin reviews
2763878383,1828,Devin,devin-ai-integration[bot],closed,True,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1828,2024-12-31T02:20:45Z,2024-12-31T04:39:19Z,2024-12-31T04:39:19Z,7,1,0,1,1,1,0,1,0,0,True,True,2.3094444444444444,2.3094444444444444,Merged,Con revisión humana externa
2763926843,1829,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1829,2024-12-31T04:02:55Z,2024-12-31T04:39:30Z,,8,2,1,0,0,0,0,0,0,0,False,False,0.6097222222222223,,Not merged,Sin reviews
2763955999,1830,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1830,2024-12-31T05:00:53Z,2025-01-23T18:39:10Z,,4,2,1,0,0,0,0,0,0,0,False,False,565.6380555555555,,Not merged,Sin reviews
2764167191,1113,Devin,devin-ai-integration[bot],closed,True,762304524,https://api.github.com/repos/ComposioHQ/composio,https://github.com/ComposioHQ/composio/pull/1113,2024-12-31T09:36:08Z,2024-12-31T10:20:31Z,2024-12-31T10:20:31Z,1,1,0,2,1,2,0,2,0,0,True,True,0.7397222222222222,0.7397222222222222,Merged,Con revisión humana externa
2764211776,2037,Devin,devin-ai-integration[bot],closed,True,345325717,https://api.github.com/repos/labring/laf,https://github.com/labring/laf/pull/2037,2024-12-31T10:21:52Z,2025-01-02T03:54:02Z,2025-01-02T03:54:02Z,1,1,0,1,1,1,0,1,0,0,True,True,41.53611111111111,41.53611111111111,Merged,Con revisión humana externa
2764665933,1835,Devin,devin-ai-integration[bot],closed,False,710601088,https://api.github.com/repos/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/1835,2024-12-31T20:46:02Z,2025-01-02T23:35:59Z,,12,3,2,1,1,1,0,1,0,0,True,True,50.8325,,Not merged,Con revisión humana externa
2765165425,1286,Devin,devin-ai-integration[bot],closed,False,643971174,https://api.github.com/repos/port-labs/ocean,https://github.com/port-labs/ocean/pull/1286,2025-01-01T16:57:34Z,2025-01-08T07:57:58Z,,1,1,1,0,0,0,0,0,0,0,False,False,159.00666666666666,,Not merged,Sin reviews
2765532800,2038,Devin,devin-ai-integration[bot],closed,False,345325717,https://api.github.com/repos/labring/laf,https://github.com/labring/laf/pull/2038,2025-01-02T06:57:05Z,2025-01-23T17:03:51Z,,1,1,0,0,0,0,0,0,0,0,False,False,514.1127777777778,,Not merged,Sin reviews
2765766260,1289,Devin,devin-ai-integration[bot],closed,False,643971174,https://api.github.com/repos/port-labs/ocean,https://github.com/port-labs/ocean/pull/1289,2025-01-02T10:16:21Z,2025-01-15T07:04:29Z,,1,1,0,0,0,0,0,0,0,0,False,False,308.8022222222222,,Not merged,Sin reviews
2765771643,1290,Devin,devin-ai-integration[bot],closed,False,643971174,https://api.github.com/repos/port-labs/ocean,https://github.com/port-labs/ocean/pull/1290,2025-01-02T10:20:18Z,2025-01-20T08:00:40Z,,3,1,0,1,1,1,0,0,1,0,True,True,429.67277777777775,,Not merged,Con revisión humana externa
2765835144,13068,Devin,devin-ai-integration[bot],closed,False,349372179,https://api.github.com/repos/lightdash/lightdash,https://github.com/lightdash/lightdash/pull/13068,2025-01-02T11:04:34Z,2025-01-02T14:16:27Z,,2,1,0,0,0,0,0,0,0,0,False,False,3.1980555555555554,,Not merged,Sin reviews
2765877627,976,Devin,devin-ai-integration[bot],closed,False,820087727,https://api.github.com/repos/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/976,2025-01-02T11:35:51Z,2025-01-02T18:37:38Z,,7,2,1,0,0,0,0,0,0,0,False,False,7.029722222222222,,Not merged,Sin reviews
2765918459,977,Devin,devin-ai-integration[bot],closed,True,820087727,https://api.github.com/repos/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/977,2025-01-02T12:05:16Z,2025-01-02T18:16:20Z,2025-01-02T18:16:20Z,1,1,0,0,0,0,0,0,0,0,False,False,6.184444444444445,6.184444444444445,Merged,Sin reviews
2766353261,4567,Devin,devin-ai-integration[bot],closed,False,121522380,https://api.github.com/repos/kiwicom/orbit,https://github.com/kiwicom/orbit/pull/4567,2025-01-02T17:00:47Z,2025-01-23T18:18:17Z,,2,1,0,1,1,0,1,0,0,1,False,False,505.2916666666667,,Not merged,Solo revisión bot
2766442004,10,Devin,devin-ai-integration[bot],closed,True,883825890,https://api.github.com/repos/different-ai/zero-finance,https://github.com/different-ai/zero-finance/pull/10,2025-01-02T18:11:37Z,2025-01-03T08:21:47Z,2025-01-03T08:21:47Z,4,2,1,0,0,0,0,0,0,0,False,False,14.169444444444444,14.169444444444444,Merged,Sin reviews
2766513428,754,Devin,devin-ai-integration[bot],closed,True,526617419,https://api.github.com/repos/LIT-Protocol/js-sdk,https://github.com/LIT-Protocol/js-sdk/pull/754,2025-01-02T19:11:59Z,2025-01-15T17:42:43Z,2025-01-15T17:42:43Z,16,3,2,6,1,6,0,1,0,5,True,True,310.51222222222225,310.51222222222225,Merged,Con revisión humana externa
2766783930,755,Devin,devin-ai-integration[bot],closed,False,526617419,https://api.github.com/repos/LIT-Protocol/js-sdk,https://github.com/LIT-Protocol/js-sdk/pull/755,2025-01-02T23:28:38Z,2025-01-15T18:22:44Z,,10,1,0,0,0,0,0,0,0,0,False,False,306.90166666666664,,Not merged,Sin reviews
2766896431,982,Devin,devin-ai-integration[bot],closed,False,820087727,https://api.github.com/repos/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/982,2025-01-03T02:44:37Z,2025-01-06T22:07:34Z,,1,1,0,0,0,0,0,0,0,0,False,False,91.3825,,Not merged,Sin reviews
2767408688,11,Devin,devin-ai-integration[bot],closed,False,883825890,https://api.github.com/repos/different-ai/zero-finance,https://github.com/different-ai/zero-finance/pull/11,2025-01-03T11:22:18Z,2025-01-03T15:45:06Z,,2,1,0,0,0,0,0,0,0,0,False,False,4.38,,Not merged,Sin reviews
2767565114,250,Devin,devin-ai-integration[bot],closed,True,859537060,https://api.github.com/repos/antiwork/shortest,https://github.com/antiwork/shortest/pull/250,2025-01-03T13:17:25Z,2025-01-03T13:18:25Z,2025-01-03T13:18:25Z,1,1,0,0,0,0,0,0,0,0,False,False,0.016666666666666666,0.016666666666666666,Merged,Sin reviews
2767652233,3335,Devin,devin-ai-integration[bot],closed,True,678526156,https://api.github.com/repos/marimo-team/marimo,https://github.com/marimo-team/marimo/pull/3335,2025-01-03T14:20:06Z,2025-01-03T15:06:33Z,2025-01-03T15:06:33Z,2,1,0,1,1,1,0,1,0,0,True,True,0.7741666666666667,0.7741666666666667,Merged,Con revisión humana externa
2767657628,2145,Devin,devin-ai-integration[bot],closed,False,164272151,https://api.github.com/repos/whitphx/vscode-emacs-mcx,https://github.com/whitphx/vscode-emacs-mcx/pull/2145,2025-01-03T14:23:37Z,2025-01-23T16:57:57Z,,12,1,0,2,1,2,0,0,0,2,True,True,482.5722222222222,,Not merged,Con revisión humana externa
2767735199,172,Devin,devin-ai-integration[bot],closed,False,894659403,https://api.github.com/repos/goat-sdk/goat,https://github.com/goat-sdk/goat/pull/172,2025-01-03T15:12:03Z,2025-01-07T10:30:52Z,,1,1,0,0,0,0,0,0,0,0,False,False,91.31361111111111,,Not merged,Sin reviews
2767796873,6442,Devin,devin-ai-integration[bot],closed,False,430749584,https://api.github.com/repos/OneKeyHQ/app-monorepo,https://github.com/OneKeyHQ/app-monorepo/pull/6442,2025-01-03T15:51:15Z,2025-01-04T05:05:28Z,,17,2,1,0,0,0,0,0,0,0,False,False,13.236944444444445,,Not merged,Sin reviews
